#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
177,56590.632813,7213.289639,0.000000,6696.039148,6705.670689,959.046434,6840.178027
178,56602.742188,7213.124153,0.000000,6696.039148,6705.670689,-2515.336321,6840.178027
179,56760.882813,7210.879949,0.000000,6696.039148,6705.670689,2676.681758,6840.178027
180,57000.750000,7207.181146,0.000000,6696.039148,6705.670689,-2332.485966,6840.178027
181,57278.164063,7202.459594,0.000000,6696.039148,6705.670689,3141.518084,6840.178027
182,57788.414063,7192.529236,0.000000,6696.039148,6705.670689,-836.274589,6840.178027
183,58282.734375,7181.363987,0.000000,6696.039148,6705.670689,794.775074,6840.178027
184,59412.464844,7150.098489,0.000000,6696.039148,6705.670689,-4826.125209,6840.178027
185,60696.582031,7104.734215,0.000000,6696.039148,6705.670689,4026.500217,6840.178027
186,60988.113281,7092.960181,0.000000,6696.039148,6705.670689,4883.443385,6840.178027
187,61911.445313,7052.016851,0.000000,6696.039148,6705.670689,-6110.156814,6840.178027
188,63065.527344,6992.912995,0.000000,6696.039148,6705.670689,-1877.599615,6840.178027
189,64579.109375,6901.683081,0.000000,6696.039148,6705.670689,-57.952529,6840.178027
190,64823.835938,6885.434454,0.000000,6696.039148,6705.670689,796.688735,6840.178027
191,65049.097656,6870.102825,0.000000,6696.039148,6705.670689,-2900.626875,6840.178027
192,65214.714844,6858.599715,0.000000,6696.039148,6705.670689,-1025.011273,6840.178027
193,65350.835938,6848.997960,0.000000,6696.039148,6705.670689,-726.262780,6840.178027
194,65496.066406,6838.606405,0.000000,6696.039148,6705.670689,728.001272,6840.178027
195,67018.609375,6720.333207,0.000000,6696.039148,6705.670689,2815.415152,6840.178027
196,68804.835938,6558.933297,0.000000,6696.039148,6705.670689,-1597.766408,6840.178027
197,71388.320313,6278.494577,0.000000,6696.039148,6705.670689,0.209634,6840.178027
198,74272.781250,5890.764624,0.000000,6696.039148,6705.670689,-4313.922965,6840.178027
199,77024.671875,5432.522782,0.000000,6696.039148,6705.670689,2527.899589,6840.178027
